Growth..1991...2001.,Number.of.households,Sex.ratio..females.per.1000.males.,Sex.ratio..0.6.years.,Data.without.level,Below.Primary,Primary,Middle,Matric.Higher.Secondary.Diploma,Graduate.and.Above,Main.workers,Marginal.workers,Drinking.water.facilities,Safe.Drinking.water,Electricity..Power.Supply.,Electricity..domestic.,Electricity..Agriculture.,Medical.facility,Primary.Health.Centre,Primary.Health.Sub.Centre,Post..telegraph.and.telephone.facility,Bus.services,Paved.approach.road,Persons,Primary.school,Middle.schools,Secondary.Sr.Secondary.schools,College,Persons..literate,Literacy Rate,Institutions,Persons Per EduInst,Medical Institutions,Persons Per MedInst
30.14,70167,844,959,1623,48339,62233,49731,50748,13909,100683,15948,331,293,233,148,16,102,16,78,161,187,201,314084,185,83,71,1,226600,0.721463048,339,926.5014749,196,1602.469388
7.19,8075,857,936,346,5062,8544,6439,5150,994,12924,6699,169,163,96,93,0,38,4,31,36,49,51,42068,53,25,22,0,26535,0.630764477,100,420.68,73,576.2739726
19.06,524649,989,962,46680,347433,305503,114789,254169,43564,912287,210961,1585,1580,1585,0,0,976,61,432,558,814,979,2488003,1521,429,196,NA,1112189,0.447020763,2146,1159.367661,1469,1693.671205
14.98,484588,1017,958,43604,288554,304556,106517,249549,51926,971911,187695,854,854,854,0,0,614,50,330,602,746,760,2345685,839,417,256,NA,1044788,0.445408484,1512,1551.378968,994,2359.844064
14.47,813797,998,961,57595,445208,478883,189226,409110,81001,1458954,252605,1047,1046,1047,0,0,863,70,475,795,912,823,3491822,1039,668,391,NA,1661089,0.475708384,2098,1664.357483,1408,2479.987216
17.29,521018,974,964,56841,339163,322529,118592,282352,51608,1060051,233606,1225,1225,1225,0,0,659,58,360,803,1007,978,2670097,1215,555,274,NA,1171134,0.438611032,2044,1306.309687,1077,2479.1987
17.18,695906,933,942,104630,347414,561772,244588,909398,466744,1032298,87544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3829753,NA,NA,NA,NA,2634949,0.688020611,NA,NA,NA,NA
37.41,742590,944,959,78742,404250,489521,193364,607300,260503,1264403,173203,860,860,858,0,0,422,30,225,638,713,731,3575064,839,405,238,NA,2034381,0.569047435,1482,2412.323887,677,5280.744461
13.97,688212,972,951,66105,371893,353924,128269,329607,67575,1482426,340903,1475,1468,1477,0,0,881,76,517,1044,1230,1127,3513934,1456,658,335,NA,1317521,0.374941874,2449,1434.844426,1474,2383.944369
13.55,723015,966,951,67688,474835,439802,175590,352049,85612,1308907,285759,1124,1124,1124,0,0,872,69,493,826,1020,934,3247982,1098,599,367,NA,1595643,0.491272119,2064,1573.63469,1434,2264.980474
14.63,729110,973,955,62694,428105,418774,174537,411463,99917,1277468,288769,984,984,984,0,0,826,84,521,735,864,652,3246004,971,587,340,NA,1595745,0.491602906,1898,1710.223393,1431,2268.346611
15.78,601659,975,970,40606,362116,377075,139285,275834,72950,1039322,205054,1100,1090,1100,0,0,921,44,395,609,739,604,2578927,1000,417,253,NA,1267944,0.491655638,1670,1544.267665,1360,1896.269853
8.93,582377,1014,967,59831,314768,406889,140816,236099,59134,870624,331192,1715,1713,1715,0,0,652,67,426,925,1009,1153,2537593,1645,511,273,NA,1217659,0.479848029,2429,1044.706875,1145,2216.238428
6.36,514912,1009,979,41776,256539,345163,107395,191992,54462,912375,261789,1453,1374,1455,0,0,649,56,427,903,732,822,2249254,1371,352,194,NA,997482,0.443472369,1917,1173.31977,1132,1986.973498
15.36,887003,985,976,75488,417446,577938,211419,535115,184767,1305584,297177,3091,1746,3098,0,0,1647,486,323,715,858,1129,3832336,2293,423,241,NA,2002316,0.52247924,2957,1296.021644,2456,1560.397394
7.92,947276,991,969,76849,715101,867078,239220,438313,122202,1425708,252627,844,843,845,0,0,576,66,462,750,751,720,3803517,805,425,311,NA,2458822,0.646460105,1541,2468.213498,1104,3445.214674
14.05,1011891,978,963,76918,603868,807042,269230,605480,177102,1575433,266164,948,944,948,0,0,642,64,427,838,870,832,4187841,931,482,281,NA,2539974,0.606511565,1694,2472.161157,1133,3696.240953
7.27,1077303,984,959,94688,579683,804976,241137,559524,175832,1869886,320413,694,693,694,0,0,584,71,475,664,666,628,4465144,690,423,337,NA,2455965,0.550030413,1450,3079.409655,1130,3951.454867
10.72,702559,971,954,49645,391396,512915,143921,341687,92527,1306772,230772,992,991,992,0,0,540,74,410,759,879,909,3059423,941,417,318,NA,1532126,0.500789201,1676,1825.431384,1024,2987.717773
11.18,640942,984,954,73132,375380,515113,149694,316461,93056,985312,226390,1110,1099,1110,0,0,520,65,457,842,981,1102,2668564,1053,397,266,NA,1522866,0.570668719,1716,1555.107226,1042,2561.001919
13.48,585987,974,950,61409,315821,482912,145747,323102,91650,931847,233719,875,873,875,0,0,432,74,249,671,773,712,2601797,853,342,245,NA,1420752,0.546065662,1440,1806.803472,755,3446.088742
18.14,699191,965,958,64483,396608,526192,139903,363649,101204,1500598,244622,884,884,884,0,0,634,80,395,798,782,705,3529494,877,398,224,NA,1592172,0.451104889,1499,2354.56571,1109,3182.591524
14.31,779052,958,958,46809,398372,667978,177709,380349,102827,1471218,306318,925,925,925,0,0,595,72,452,807,852,767,3640478,900,406,291,NA,1774088,0.487322819,1597,2279.572949,1119,3253.331546
14.54,848607,982,954,78776,484531,769687,240584,466832,136183,1462690,290289,1479,1478,1480,0,0,683,90,545,1101,1222,1096,3745875,1365,597,346,NA,2176990,0.581169954,2308,1622.996101,1318,2842.090288
22.69,8294,782,948,496,3835,3146,2535,4535,785,18134,3593,180,159,173,172,1,23,9,0,54,59,57,38924,63,13,2,0,15337,0.394024252,78,499.025641,32,1216.375
32.21,15637,754,955,833,10517,8778,5725,9725,2108,28850,5512,213,211,168,168,0,47,7,7,15,41,43,74599,97,22,11,0,37687,0.50519444,130,573.8384615,61,1222.934426
13.24,12018,985,1035,290,6995,4524,2962,2783,783,23543,2406,309,284,44,43,0,89,6,5,11,40,137,57179,128,34,6,0,18338,0.32071215,168,340.3511905,100,571.79
67.21,24636,901,977,1189,15664,15056,11464,19892,6715,38401,5731,267,215,60,48,12,17,3,9,11,21,103,122003,69,25,8,1,69982,0.573608846,102,1196.107843,29,4207
17.37,19456,983,1004,1292,10147,9338,6443,7104,1605,37473,7932,652,383,175,169,0,74,16,38,15,57,146,98244,147,75,22,0,35933,0.365752616,244,402.6393443,128,767.53125
9.8,10862,960,984,236,7953,6037,3525,3732,896,21067,1348,398,252,77,77,0,26,2,17,9,58,55,55346,141,33,10,0,22379,0.404347198,184,300.7934783,45,1229.911111
15.17,18251,912,949,1052,16056,14264,8677,8702,2463,36843,6242,398,348,115,108,0,48,12,7,22,86,105,103918,221,66,19,1,51216,0.492850132,306,339.6013072,67,1551.014925
21.66,16133,931,957,634,11850,12096,7375,8782,2758,29183,4369,144,141,120,119,1,21,9,8,29,65,70,87397,116,31,18,0,43495,0.497671545,165,529.6787879,38,2299.921053
19.32,6849,848,1010,234,3821,3744,2481,2497,631,15395,1710,92,82,42,42,0,11,3,6,9,29,38,33363,62,15,9,0,13424,0.402361898,86,387.9418605,20,1668.15
33.61,11932,836,945,399,8928,7395,4581,5211,1339,22086,3614,213,177,70,68,0,25,8,6,25,53,65,57720,55,24,12,0,27854,0.482571033,91,634.2857143,39,1480
30.78,28537,856,933,981,21909,17174,11292,10511,2576,51049,9302,493,475,184,184,0,40,7,28,54,105,197,143527,160,36,15,0,64445,0.449009594,211,680.2227488,75,1913.693333
30.84,24012,906,954,1311,18470,13700,8179,7679,1952,49176,10869,336,307,277,258,1,64,7,11,45,64,195,125422,179,47,25,1,51291,0.408947394,251,499.689243,82,1529.536585
17.21,18957,910,941,399,12592,8387,5230,5360,1436,43807,5267,167,151,147,145,0,41,3,19,29,48,67,100326,137,32,8,0,33404,0.332954568,177,566.8135593,63,1592.47619
15.05,168619,943,947,11179,123002,97692,63583,76399,11591,234771,100078,951,949,704,690,14,211,25,38,151,284,557,905764,906,354,118,10,383541,0.423444738,1378,657.3033382,274,3305.708029
23.42,297121,947,965,13946,228580,152632,105492,101129,23131,399201,71159,1261,1247,904,897,11,374,29,5,272,362,405,1637344,1138,612,205,6,625369,0.381941119,1955,837.5161125,408,4013.098039
23.07,146826,956,974,7548,145790,92621,67036,60309,10964,209928,63997,761,759,689,688,1,243,18,46,134,209,165,822035,723,311,130,13,384670,0.467948445,1164,706.2156357,307,2677.638436
12.23,168556,945,972,7842,142193,106878,81738,84500,16694,233087,60156,881,876,607,607,11,112,25,35,132,299,347,904835,805,340,138,4,439861,0.486122884,1283,705.2494154,172,5260.668605
18.53,290494,941,960,17763,241853,162333,132818,164157,33386,408537,108551,1050,1045,775,768,41,430,32,138,275,370,469,1647201,967,603,320,36,752682,0.456946056,1890,871.5349206,600,2745.335
25.75,490740,901,957,28042,355779,312309,275453,466555,169680,697810,144443,1342,1311,1042,1014,14,468,42,117,378,702,938,2522324,1190,592,286,21,1608191,0.637583038,2068,1219.692456,627,4022.845295
11.98,202708,939,958,14188,178933,138882,121336,174317,30251,291665,92267,798,796,733,609,52,179,32,51,273,362,375,1148824,769,481,226,23,657925,0.572694338,1476,778.3360434,262,4384.824427
15.79,271841,944,975,25329,214363,155853,127004,139276,23154,404428,123565,1319,1280,1032,1023,11,356,35,72,211,504,930,1504320,1246,457,196,12,684998,0.455353914,1899,792.164297,463,3249.071274
21.29,133458,946,965,7934,121385,89100,67786,69749,11307,200132,62692,592,592,389,349,42,219,15,45,162,269,281,776256,531,255,104,8,367292,0.47315834,890,872.1977528,279,2782.27957
22.3,410882,944,975,21941,369818,288125,212668,226919,45957,566195,161446,1374,1369,1190,1147,110,480,40,151,548,787,931,2314629,1257,680,309,17,1165617,0.503586968,2246,1030.5561,671,3449.52161
17.8,315116,929,973,18082,255139,204000,144886,172379,36083,465283,169440,1784,1772,1331,1209,74,235,40,88,422,539,1067,1681513,1372,405,172,13,830579,0.493947415,1949,862.7567984,363,4632.267218
18.34,157167,951,966,9552,134273,101435,103794,135467,21888,288052,209693,1139,1136,680,677,5,211,23,81,240,291,650,889010,1046,697,265,16,506433,0.569659509,2008,442.7340637,315,2822.253968
18.93,96949,941,970,7541,80592,62969,57868,85106,10527,155431,94715,1236,1235,253,253,0,83,20,35,94,185,317,571944,1068,505,172,19,304606,0.532580113,1745,327.7616046,138,4144.521739
19.52,218885,913,957,15110,166316,143102,109758,129043,24927,349847,116504,1107,1104,871,810,11,198,23,69,222,400,694,1150062,936,246,86,7,588302,0.511539378,1268,906.988959,290,3965.731034
12.43,228574,931,962,17173,166630,148411,130235,193998,41634,342708,129711,1309,1309,1195,1169,30,263,36,97,300,497,459,1185072,1169,382,177,9,698148,0.589118636,1728,685.8055556,396,2992.606061
15.95,207185,928,967,10554,153864,131634,145992,198390,31707,287319,143204,866,861,772,766,15,317,33,76,303,429,441,1051736,825,464,243,7,672158,0.639093841,1532,686.5117493,426,2468.86385
15.84,195691,933,967,17323,150497,126171,123591,201640,41283,285092,129256,787,785,650,635,23,215,30,67,294,382,443,999221,717,421,268,31,660591,0.661106002,1406,710.6834993,312,3202.63141
14.21,181692,930,963,10935,160261,124707,116314,123363,21774,269896,118744,1066,1064,595,575,14,87,40,14,292,528,501,946279,769,305,139,23,557360,0.589001764,1213,780.1145919,141,6711.198582
22.57,144334,926,973,10917,129961,97842,71385,63345,9112,231638,98842,2633,1943,780,733,50,72,36,6,184,510,899,813311,1209,392,79,4,382574,0.470390785,1680,484.1136905,114,7134.307018
23.47,37294,884,955,2577,27696,26167,20031,25701,4126,55031,15168,605,473,197,190,1,67,15,0,78,146,160,188079,565,164,39,2,106354,0.565475146,768,244.8945313,82,2293.646341
18.66,273694,945,960,12737,264692,210291,152273,149889,34464,364814,100920,1020,945,741,715,52,134,26,11,310,381,396,1444921,902,381,155,17,824437,0.570575831,1438,1004.812935,171,8449.830409
21.35,179141,947,965,8988,206569,145859,89941,81460,17096,235016,68278,915,908,639,622,4,224,20,52,408,614,409,1007976,865,347,99,9,550119,0.545765971,1311,768.8604119,296,3405.324324
20.92,97856,935,926,5089,88603,70326,54660,36681,8151,138216,41665,327,308,268,263,14,110,8,7,135,141,115,542872,308,206,60,0,263547,0.485468029,574,945.7700348,125,4342.976
30.4,522728,901,953,39777,303277,276791,120739,151304,39728,840563,313475,1355,1355,344,290,14,266,54,144,314,116,454,3043466,1040,261,58,5,932347,0.30634382,1359,2239.48933,464,6559.193966
29.27,645949,897,936,58363,334285,335027,160904,220305,55742,1025654,261189,1279,1279,529,396,67,316,35,130,498,119,494,3939773,1081,348,90,5,1164670,0.295618555,1519,2593.662278,481,8190.796258
36.16,106808,885,916,13313,38706,41449,18325,26264,6366,133348,27870,189,189,43,39,2,57,9,25,61,15,68,515961,161,56,14,0,144444,0.279951392,231,2233.597403,91,5669.901099
32.58,548321,892,924,45072,232998,241271,106199,149796,42252,714136,141020,802,801,302,285,15,216,26,118,277,146,345,2682720,709,264,28,6,817711,0.304806689,1001,2680.03996,360,7452
26.08,656858,942,939,59231,311450,337265,166293,241046,80377,877412,350311,1034,1033,437,323,30,232,48,157,432,164,547,3575281,901,382,119,27,1195776,0.334456508,1402,2550.129101,437,8181.421053
29.95,308453,920,925,36513,141754,142665,68442,90900,28675,526267,201955,526,525,151,120,2,104,14,54,194,53,242,1732578,440,187,52,9,509025,0.293796297,679,2551.661267,172,10073.12791
31.84,415563,913,962,56822,170917,169716,72976,90784,26900,657446,195999,713,711,129,121,0,60,16,21,211,108,252,2158608,552,162,4,4,589679,0.273175584,718,3006.417827,97,22253.69072
31.5,257252,936,946,30065,104143,89804,35723,38799,13632,359819,57332,730,730,116,97,24,120,16,39,123,39,181,1296348,442,91,23,3,313488,0.241823955,556,2331.561151,175,7407.702857
35.23,492491,915,967,45607,192055,188455,89717,121468,60584,782364,178336,1103,1095,313,298,10,178,27,74,250,124,284,2543942,676,197,32,8,700070,0.275191022,905,2810.985635,279,9118.071685
30.91,455376,919,966,27714,190559,184659,98997,112380,39452,664259,234067,1290,1231,277,224,47,248,30,93,239,83,316,2392638,785,183,56,10,655119,0.27380615,1024,2336.560547,371,6449.15903
29.45,267179,915,926,24076,110975,116785,56748,91201,31536,498367,185609,384,383,168,138,11,141,24,60,183,65,163,1526646,311,195,42,14,431480,0.282632647,548,2785.850365,225,6785.093333
33.03,268453,910,911,22822,117503,121342,63340,103110,37268,411566,177901,441,441,127,109,5,63,14,44,211,60,188,1508182,374,178,29,5,465577,0.308700807,581,2595.83821,121,12464.31405
30.85,616636,914,914,82032,293372,325340,150907,232248,82655,761464,267094,1083,1083,490,409,84,271,29,100,404,138,494,3295789,850,267,81,14,1167572,0.354261756,1198,2751.07596,400,8239.4725
26.74,650882,920,927,89865,377697,375833,184370,271130,138923,895830,244000,1725,1725,1021,790,127,526,50,279,473,216,763,3746714,1423,412,104,26,1440954,0.384591405,1939,1932.291903,855,4382.121637
26.11,320452,1001,963,23055,251520,226128,128485,158427,28515,466811,174861,1383,1383,439,408,38,261,74,92,231,155,549,2152638,866,189,69,12,816173,0.37915014,1124,1915.158363,427,5041.306792
24.78,383575,1031,933,45266,306968,306275,180106,209847,67645,511578,218859,1438,1437,441,330,10,254,37,128,361,151,560,2714349,1119,287,68,11,1118027,0.411895081,1474,1841.485075,419,6478.159905
26.37,471446,966,949,44856,342494,360628,220404,317047,62137,644618,216322,1566,1566,544,438,97,342,46,115,462,170,611,3248701,1213,358,49,19,1347610,0.414815029,1620,2005.370988,503,6458.650099
26.39,412669,920,937,42767,289620,290962,160999,260462,53254,624452,158265,1414,1414,970,892,55,154,29,97,408,141,627,2718421,929,294,37,14,1098151,0.403966494,1260,2157.476984,280,9708.646429
25.63,575523,928,937,94677,348068,318259,161391,218608,69956,843356,228618,1122,1122,674,470,91,195,39,112,444,151,636,3394793,878,321,94,33,1211152,0.356767555,1293,2625.516628,346,9811.540462
29.11,404656,912,945,54409,230002,238430,115437,201143,56953,571564,174511,729,729,457,183,49,167,76,77,260,146,446,2349366,503,233,92,17,896444,0.381568474,828,2837.398551,320,7341.76875
29.32,224095,885,931,24151,106607,111887,55070,95168,21286,333262,133978,241,241,114,105,37,124,35,72,152,47,126,1280354,220,136,44,4,414174,0.323483974,400,3200.885,231,5542.658009
27.24,412080,876,966,52742,204880,243090,142439,243765,78697,580731,274614,935,934,445,279,70,229,57,80,358,101,460,2423172,642,216,88,8,965683,0.398520204,946,2561.4926,366,6620.688525
24.47,278639,908,964,21838,137137,161536,83442,118870,24495,405608,231057,1682,1677,289,241,37,146,25,83,234,108,360,1608773,909,207,53,8,547326,0.340213318,1169,1376.195894,254,6333.751969
20.34,195175,872,914,22893,107443,134681,82675,166331,40304,233688,97763,525,524,321,138,37,149,18,68,176,94,337,1137797,382,127,65,7,554332,0.487197628,574,1982.224739,235,4841.689362
23.94,125397,921,950,6385,75190,85703,37350,83075,15832,226192,66442,357,357,116,99,15,96,12,50,118,33,125,802225,308,125,34,2,303536,0.378367665,467,1717.826552,158,5077.373418
24.96,78958,918,954,8668,44938,55787,23763,57234,11645,151504,42892,268,268,130,46,20,72,7,54,96,67,174,525502,238,95,35,5,202035,0.384460954,368,1427.994565,133,3951.142857
18.64,360797,914,941,36592,210649,257416,133793,269470,105051,700007,203137,1000,1000,366,172,182,198,34,118,325,92,398,2370528,879,344,98,11,1015473,0.428374185,1321,1794.495079,350,6772.937143
30.17,726364,873,922,293828,456450,541973,307964,504159,348464,1161984,263663,1288,1288,615,287,220,390,47,175,471,103,520,4718592,1199,421,161,16,2453501,0.519964642,1781,2649.405952,612,7710.117647
24.58,321192,902,939,21235,245719,294520,191702,251870,67823,491916,161895,999,998,247,229,23,133,29,69,326,243,465,2243144,885,243,35,1,1073010,0.478350922,1163,1928.756664,231,9710.580087
29.03,192426,899,924,18334,153170,169511,111320,151446,38342,305398,102788,819,819,318,150,104,95,15,56,187,64,246,1402396,529,147,79,5,642167,0.457907039,755,1857.478146,166,8448.168675
30.64,184797,902,939,30513,148388,153131,97772,103874,28174,312872,130015,1349,1345,645,179,290,225,10,52,163,145,467,1289074,791,168,38,8,561854,0.435858609,997,1292.952859,287,4491.547038
27.71,346043,909,950,30279,275242,313981,204073,303289,78327,544731,199452,1710,1708,493,334,142,153,32,64,313,265,738,2450748,1185,339,112,9,1205287,0.491803727,1636,1498.012225,249,9842.361446
28.64,230635,929,916,29147,148272,165901,94041,195509,40964,422789,158116,856,856,219,101,151,123,21,66,206,76,312,1514315,672,175,81,11,674115,0.445161674,928,1631.804957,210,7211.02381
30.19,285969,934,943,42368,223690,246053,133900,226566,48108,476390,194621,1739,1739,527,312,160,270,53,68,261,201,445,2013055,1148,220,76,4,920766,0.457397339,1444,1394.08241,391,5148.478261
30.19,510968,938,968,80880,365097,373287,183747,315430,86752,994459,283180,2680,2678,539,227,340,278,55,107,380,270,711,3473428,1635,277,104,9,1405453,0.404629951,2016,1722.930556,440,7894.154545
33.08,256386,946,977,33841,164913,193068,85800,165701,35707,507934,166443,964,961,509,91,213,156,37,74,191,108,363,1809696,749,159,60,3,679135,0.375275737,968,1869.520661,267,6777.88764
32.9,232939,918,963,25053,134181,146100,60873,93148,16894,392536,204081,1314,1310,270,153,70,124,14,62,164,67,299,1398796,706,150,48,5,476261,0.340479241,904,1547.340708,200,6993.98
16.91,118828,946,969,19088,103521,85487,42217,41975,14373,181837,97989,650,645,405,312,NA,48,13,8,79,47,130,586327,562,114,39,1,306668,0.523032369,715,820.0377622,69,8497.492754
24.58,383217,972,976,106497,296575,220260,115576,101299,33241,605013,377028,1745,1742,1432,1043,NA,508,49,139,241,321,540,1972094,1713,468,177,7,873459,0.442909415,2358,836.3418151,696,2833.468391
12.71,148792,999,975,34349,130597,103656,62225,50922,13790,261952,135946,760,760,550,357,NA,304,42,187,167,125,171,743160,749,202,105,3,395548,0.532251467,1056,703.75,533,1394.296435
18.68,268609,994,964,56271,268796,204985,99568,86502,30355,430725,170839,1410,1409,1385,723,NA,279,20,85,336,253,370,1265529,1350,339,143,3,746495,0.589867952,1832,690.7909389,384,3295.648438
22.55,203104,964,978,9373,164517,137964,79124,93719,33634,302248,128754,707,707,563,392,24,214,25,116,164,124,201,1011823,674,203,107,3,518372,0.512314901,984,1028.275407,355,2850.205634
18.55,254080,998,965,16341,261370,185071,110150,119079,28440,411510,164413,888,888,882,300,91,308,31,158,251,233,342,1317431,871,292,237,7,720507,0.546903026,1400,941.0221429,497,2650.7666
17.59,390354,971,964,31399,359352,269030,145629,168750,73884,630504,227073,1545,1544,1494,941,NA,452,41,262,311,253,627,1998355,1426,417,254,5,1048167,0.524514914,2097,952.958989,755,2646.827815
13.86,112679,1002,969,26000,112289,68700,27349,19935,6752,231030,60618,952,948,774,530,NA,162,14,83,109,97,255,584552,785,100,43,1,261036,0.446557364,928,629.9051724,259,2256.957529
17.7,246524,1023,983,95384,265489,223080,116435,91107,31552,558996,90405,1595,1595,1550,1056,NA,343,23,50,314,403,630,1283224,1484,351,139,8,823076,0.641412567,1974,650.0628166,416,3084.673077
16.88,543486,982,965,62545,543973,466403,265099,338969,116771,965624,197209,1762,1760,1737,931,NA,669,76,301,597,453,860,2810436,1698,529,338,13,1793890,0.63829598,2565,1095.68655,1046,2686.8413
18.97,581582,980,964,54132,571410,462342,234779,268987,121842,961507,303156,2101,2100,1955,1240,NA,696,35,377,622,267,857,3016930,1987,530,215,10,1713653,0.568012185,2732,1104.293558,1108,2722.861011
8.72,176607,1018,979,27307,175408,142893,65748,55893,17560,300907,110840,1103,1102,1068,730,NA,279,18,29,247,107,304,860257,1014,201,93,1,484836,0.563594368,1308,657.6888379,326,2638.825153
19.72,130407,1004,976,25227,155851,130136,63651,51119,15880,268236,85994,628,627,557,298,NA,261,15,61,192,70,194,706591,575,144,72,2,441921,0.625426874,791,893.2882427,337,2096.709199
18.84,127294,1005,974,69563,136406,88486,49589,41617,11125,252484,99375,1043,1007,849,613,NA,93,27,28,151,84,327,650934,949,209,69,2,396797,0.609581002,1227,530.5085575,148,4398.202703
18.28,259798,1011,1008,40399,183735,110533,61122,56155,19533,407252,280163,1375,1375,1105,893,NA,281,48,161,314,107,467,1306673,1230,305,155,2,471780,0.361054372,1690,773.1792899,490,2666.679592
15.56,146190,1016,1014,15549,67783,37694,21178,26720,7989,284770,95474,1204,1170,578,491,NA,201,26,54,157,52,191,719487,1006,164,51,3,176944,0.245930781,1221,589.2604423,281,2560.451957
40.33,206465,777,844,5945,88518,115349,90111,204402,138441,328989,11433,23,23,23,1,1,18,1,1,23,21,21,900635,18,14,14,0,643245,0.71421275,46,19579.02174,20,45031.75
11.71,9241,1118,959,105,6779,8095,4390,5978,819,11404,2458,2,2,2,0,0,2,0,2,2,2,2,44215,2,2,3,0,26167,0.591812733,7,6316.428571,4,11053.75
83.49,26445,591,906,338,14786,19113,16274,25517,5390,56118,2811,21,21,21,0,0,21,3,15,20,21,21,113989,20,15,8,1,81433,0.714393494,43,2650.906977,39,2922.794872
60.12,561945,820,856,16320,336760,414858,309552,550540,329431,872142,47297,62,62,62,11,9,44,2,1,60,62,61,2860869,57,31,46,0,1957902,0.684373175,134,21349.76866,47,60869.55319
13.3,148927,826,885,5647,84263,116492,90266,155998,87355,244890,11706,5,4,4,2,1,3,0,0,4,5,4,781525,3,3,2,0,540192,0.691202457,8,97690.625,3,260508.3333
62.52,310887,849,875,13821,222702,270927,211702,300605,121084,470993,29432,12,12,7,5,2,4,0,0,8,12,9,1768061,7,4,4,0,1141035,0.645359521,15,117870.7333,4,442015.25
41.61,287638,843,865,9826,152458,199177,157781,310647,238014,456216,19094,3,3,3,0,0,0,0,0,2,3,3,1463583,1,0,0,0,1068139,0.729811019,1,1463583,1,1463583
2.47,39633,792,897,1665,17489,24105,21377,36440,30013,64425,3169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,179112,NA,NA,NA,NA,131196,0.732480236,NA,NA,NA,NA
1.91,120616,842,902,9341,65525,101683,75263,119540,79593,213324,10527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646385,NA,NA,NA,NA,450989,0.697709569,NA,NA,NA,NA
47.81,432782,830,859,13948,220759,289230,222665,463594,323357,686517,34398,9,9,9,1,1,5,0,0,9,9,9,2128908,9,7,11,0,1533738,0.720434138,27,78848.44444,5,425781.6
61.29,364511,784,845,10007,184787,237497,201038,396897,227609,569836,32710,51,47,51,11,11,26,2,2,49,51,51,1755041,49,30,50,1,1258033,0.716811174,129,13604.96899,30,58501.36667
50.27,466444,799,887,15744,250170,313497,242046,436353,325459,739173,39385,16,16,16,1,1,7,2,0,15,16,16,2267023,12,10,14,1,1583540,0.698510778,36,62972.86111,9,251891.4444
59.2,45586,812,979,1228,26108,25077,15408,28169,7896,96184,17938,69,69,69,0,0,67,9,37,44,60,69,220490,69,36,16,1,103904,0.471241326,121,1822.231405,113,1951.238938
13.93,164129,953,937,9387,113407,110017,93191,183788,56876,242190,65438,209,206,206,0,0,111,6,80,114,195,200,758573,188,110,104,4,566668,0.747018415,402,1886.997512,197,3850.624365
16.16,130683,972,937,8623,75499,83652,66067,143627,41421,183115,32112,138,137,137,13,9,74,5,51,69,128,131,589095,120,61,68,2,418894,0.711080556,249,2365.843373,130,4531.5
20.9,320588,942,921,12438,253685,250155,104847,140506,32699,498186,107413,886,882,863,61,21,672,45,170,616,841,688,1583225,835,0,105,0,794483,0.501813071,940,1684.281915,887,1784.921082
26.31,426781,930,906,13753,424367,308578,112479,153151,24897,830579,261622,1242,1233,1225,328,197,523,61,252,954,1114,1066,2504244,1217,0,198,4,1037619,0.414344209,1415,1769.783746,836,2995.507177
14.08,222630,932,865,5885,215489,165823,69614,121119,21088,395470,137608,516,513,517,9,2,265,28,208,454,485,478,1182709,514,0,127,6,599082,0.506533729,641,1845.099844,501,2360.696607
12.04,364447,927,800,9603,345067,306412,160453,309309,56891,665080,163439,593,593,593,3,3,440,47,272,546,593,560,1837892,589,0,276,5,1188224,0.646514594,865,2124.730636,759,2421.465086
18.3,399847,947,879,13244,299309,296151,176084,332201,53757,662249,278188,1370,1368,1358,187,163,784,69,361,1070,1338,1162,2082531,1362,0,544,20,1171555,0.562563054,1906,1092.618573,1214,1715.42916
23.88,269440,912,813,5710,221042,214072,136174,231335,71259,467413,86923,291,291,291,14,14,244,23,129,261,286,283,1334455,290,0,177,5,879834,0.659320846,467,2857.505353,396,3369.835859
26.61,1150588,892,835,34840,816251,963479,602259,1113922,479990,1799126,210239,546,542,546,61,20,428,35,181,488,539,540,5816519,542,0,156,0,4012140,0.689783701,698,8333.121777,644,9031.861801
25.34,277667,924,886,7798,260586,231369,119782,132242,29293,512038,135571,649,649,650,2,0,170,30,136,443,599,478,1515148,648,0,111,2,781155,0.515563496,759,1996.242424,336,4509.369048
25.6,597990,930,854,19339,489497,561231,341580,492263,129543,1076436,168370,844,844,844,99,78,542,58,341,723,830,690,3169881,842,0,214,1,2033946,0.641647431,1056,3001.78125,941,3368.630181
22.39,350105,941,898,14273,307824,317584,178293,207926,57566,624057,110325,695,694,666,21,7,286,32,212,541,626,452,1904278,666,0,134,3,1083696,0.569084976,800,2380.3475,530,3592.977358
14.35,105893,946,897,3029,86630,91944,58461,63064,13007,173594,41540,182,178,155,8,1,130,9,60,132,141,132,536835,156,0,33,1,316172,0.588955638,189,2840.396825,199,2697.663317
17.08,432884,955,902,14948,396444,397552,245044,293642,60977,785530,215312,922,916,901,38,3,803,50,369,743,828,765,2448173,858,0,299,6,1408878,0.57548139,1157,2115.966292,1222,2003.414894
6.45,248677,987,892,8015,272031,255693,100584,133486,20031,470043,130776,614,613,615,102,85,383,39,170,520,590,535,1393918,614,0,118,3,789978,0.566732046,732,1904.259563,592,2354.591216
