Growth..1991...2001.,Number.of.households,Sex.ratio..females.per.1000.males.,Sex.ratio..0.6.years.,Data.without.level,Below.Primary,Primary,Middle,Matric.Higher.Secondary.Diploma,Graduate.and.Above,Main.workers,Marginal.workers,Drinking.water.facilities,Safe.Drinking.water,Electricity..Power.Supply.,Electricity..domestic.,Electricity..Agriculture.,Medical.facility,Primary.Health.Centre,Primary.Health.Sub.Centre,Post..telegraph.and.telephone.facility,Bus.services,Paved.approach.road,Persons,Primary.school,Middle.schools,Secondary.Sr.Secondary.schools,College,Persons..literate
34.78,13902,899,938,4990,15194,8268,5064,4253,831,26188,7905,139,42,27,27,0,24,4,20,30,16,18,73620,134,40,13,1,38603
33.16,11109,954,961,1389,15322,11250,6806,5186,1026,20754,6227,68,1,26,26,0,28,6,22,33,14,7,61056,67,51,20,0,40983
29.72,96898,895,929,10823,82746,57015,27245,22433,7261,152553,76724,525,524,408,155,NA,159,10,94,179,195,220,559495,438,77,42,1,207536
24.09,237803,822,837,20068,261979,224989,157372,137803,35535,451530,139069,776,775,749,293,NA,368,16,171,331,142,377,1592714,736,308,153,2,837828
17.06,215478,829,832,23212,229884,220817,173169,147085,33425,396769,128601,887,887,863,411,NA,427,19,171,355,123,380,1428559,864,388,213,2,827663
26,272242,848,853,14621,222358,225628,165751,208973,117832,441815,88814,611,611,594,120,NA,246,13,107,436,197,355,1632109,558,223,70,2,955356
21.82,107129,857,874,28745,118626,106846,59474,44598,15050,226330,89690,546,545,543,165,NA,197,9,92,408,129,197,628240,512,128,63,1,373358
27.16,241868,858,906,61485,270972,169556,83562,70328,26478,507173,145097,1348,1343,1258,381,NA,375,16,196,608,237,300,1441950,1166,243,85,1,682555
27.11,276543,885,930,71982,302597,211195,94899,81240,36016,496734,186254,2067,2057,1969,985,NA,267,23,162,461,262,560,1666767,1639,278,93,1,797993
27.88,207821,886,915,31513,168469,155317,91542,76369,19113,395575,170602,863,863,859,301,NA,279,17,149,196,220,276,1202998,808,229,172,1,542498
27.33,251334,869,916,23930,210897,187015,96146,82056,31240,441443,151027,1075,1072,1033,287,185,407,28,152,252,274,345,1474723,970,238,98,0,631370
24.17,166649,901,931,56247,136741,105010,59739,48604,13871,261183,112422,948,941,836,368,NA,230,15,109,194,159,241,856558,811,200,87,0,420622
22.7,376379,884,931,23036,344354,343146,182697,160798,64817,637857,201906,1891,1887,1825,409,NA,379,24,222,420,360,436,2021987,1427,320,102,3,1118993
20.46,218777,901,935,12907,191662,165303,88125,68512,21804,348890,137596,1172,1159,1103,391,NA,272,14,159,288,229,372,1083949,910,169,61,3,548331
27.52,346977,925,930,34085,270655,273238,176370,175804,54531,554667,190577,1811,1801,1683,576,NA,456,33,202,481,316,554,1870104,1389,370,196,3,984833
26.84,362657,941,926,21059,259468,235155,181747,230974,62859,585034,277925,2398,2396,2263,840,NA,607,27,250,399,266,681,1973306,1545,473,333,6,991410
22.58,102358,946,959,16294,79522,71069,37845,32713,9839,141725,75812,588,583,541,266,NA,157,10,66,144,88,190,515963,513,127,41,0,247303
18.87,322125,957,972,40999,226531,216891,124734,118502,39887,453017,228907,1377,1375,1233,724,NA,846,41,101,325,292,459,1575303,1297,291,166,2,767630
33.28,333916,932,953,43052,282708,183880,109089,108311,31425,544069,213516,1750,1744,1513,554,NA,344,23,132,286,304,716,1831152,1427,363,195,9,759929
21.25,136981,950,931,10015,136773,118653,58700,57330,21828,282243,66019,674,674,669,178,NA,168,20,98,449,259,269,726070,582,207,39,0,403371
23.67,216671,956,945,29663,267830,201202,91746,77417,26142,454507,115822,896,896,902,394,NA,300,39,90,538,300,292,1183724,830,224,98,1,694046
24.97,217701,958,957,69132,228073,170031,84966,83957,36427,405049,142803,1027,1027,1029,336,NA,200,20,70,581,356,517,1215393,962,243,79,0,672715
23.63,298036,938,937,77652,323692,263266,135370,143351,71378,588377,166911,1084,1083,1096,42,47,257,16,114,650,252,302,1710982,1040,203,48,3,1014882
24.87,219796,927,935,79478,311722,192607,79001,62864,22546,436444,193347,1064,1062,1061,198,NA,209,15,28,496,197,340,1290685,993,222,81,3,748357
26.39,226155,930,930,20245,220886,184452,102164,98489,30072,429159,151263,1059,1057,1055,131,NA,356,25,173,680,187,237,1308223,944,228,62,2,656369
23.56,224588,986,973,59592,152538,83598,41016,42646,17109,487387,244859,1304,1295,1227,632,NA,520,40,130,368,314,524,1394561,1216,336,105,0,396590
27.29,302701,955,943,46530,253090,197874,101520,102712,33387,595586,215829,1467,1454,1434,461,NA,752,48,368,528,438,615,1740329,1312,412,156,4,735243
40.82,447478,912,908,25661,310857,370687,271803,367120,228758,766796,126873,625,622,624,120,NA,227,38,97,447,208,313,2465827,574,195,66,4,1575436
27.95,264596,949,962,66362,298139,208339,91535,86634,29655,589450,114989,1174,1169,1159,424,NA,375,59,238,529,437,502,1529562,1093,425,154,7,780796
29.87,170365,971,970,26415,133509,91173,42023,42096,15095,390220,133530,709,694,611,217,NA,257,41,122,172,156,197,1081441,664,218,58,1,350354
19.31,306979,936,941,25907,355242,239858,99054,107944,38579,628376,124319,1051,1049,1012,310,NA,477,60,234,582,329,394,1713134,995,259,102,0,866818
26.24,216168,932,937,34253,210266,148503,71331,62187,21871,438139,187355,1671,1669,1664,574,NA,205,23,28,427,174,320,1254085,1354,249,101,4,548640
25.18,214612,875,943,16937,227187,183353,81228,66431,32781,346221,105566,1502,1501,1479,632,NA,304,27,120,427,230,363,1214857,1195,232,74,1,608083
35.91,350061,895,924,19149,234329,247944,181511,277470,198979,500524,90930,510,510,511,193,NA,82,11,20,358,85,152,1843510,411,83,29,0,1159823
28.22,183477,909,927,24021,191731,162327,84152,65592,22872,308433,143009,1018,1018,1014,326,NA,292,20,84,581,160,264,1078912,939,220,74,2,550972
27.8,201389,881,936,46122,233270,182033,95054,75988,26154,308803,102918,1403,1397,1339,634,NA,230,21,124,511,173,345,1125154,1227,380,84,8,658705
27.8,249103,965,969,37162,267521,207368,107066,114482,36605,418604,197372,1333,1329,1298,566,NA,399,42,144,449,222,391,1395175,1263,381,175,5,770252
24.53,83820,919,925,9429,105115,70653,31456,29648,11368,152079,61147,512,510,486,187,NA,52,5,38,199,83,120,474416,394,68,19,0,257682
22.4,200399,896,926,17219,190326,170657,99721,110481,47367,293965,93155,925,924,883,209,NA,375,20,154,558,169,291,1084265,796,187,75,2,635839
20.61,216451,941,951,12422,178803,156659,90917,88799,27570,295075,148620,884,881,847,441,NA,279,22,110,373,317,289,1064167,782,235,118,1,555204
22.59,431968,908,930,22022,309193,346309,245581,322023,150769,624580,175022,1334,1331,1342,521,NA,323,26,177,530,255,475,2151203,1053,273,107,2,1396120
21.88,183149,909,917,37451,218178,163508,89801,90348,25469,310073,93390,1017,1008,1033,410,NA,273,24,102,516,152,316,957646,855,228,112,4,624793
13.23,125459,991,989,16392,97126,76196,38565,26381,7091,260447,70460,895,883,775,690,20,197,28,145,101,174,194,580730,799,184,89,1,261764
14.66,190035,996,980,20978,168114,121692,60369,56676,19150,322151,142246,1177,1171,1047,795,NA,342,40,211,205,147,395,894236,1140,287,105,4,446998
17.86,354907,952,958,48521,371506,264193,128871,157362,50077,559318,220215,1885,1883,1882,714,NA,408,73,144,790,312,513,1849283,1675,464,290,6,1020599
16.49,231959,981,977,23498,240749,190243,82155,74325,25158,380973,188087,1571,1571,1550,789,NA,360,32,243,434,295,593,1166608,1461,400,130,2,636216
5.85,310067,1022,967,14401,303327,260633,137143,119334,35809,493229,260352,1274,1274,1169,769,NA,457,40,235,377,313,550,1497968,1165,378,187,6,870688
73.42,34922,879,973,2682,27745,31478,17350,12159,1310,108206,22642,110,106,102,102,0,69,14,9,29,58,51,260652,107,60,13,0,92726
78.1,60780,897,957,8279,37805,54957,37755,37510,3871,156950,27974,251,234,238,235,8,123,32,4,56,91,85,414818,230,111,40,4,180186
43.48,37330,919,988,4189,28031,44197,39682,49330,9493,82160,27100,101,91,97,94,0,82,18,8,54,81,76,232085,99,58,27,2,174982
61,26610,947,944,3287,16972,24222,18748,21949,3936,47491,9292,186,180,187,187,0,57,8,1,30,96,147,153955,178,44,17,0,89139
95.01,25899,927,984,2119,21182,30603,23216,29080,5988,49679,6575,128,114,105,104,0,67,8,1,24,29,47,161223,104,32,13,1,112198
73.3,58077,854,969,4322,39415,49270,38531,55305,14448,87581,15725,215,201,178,176,1,90,3,9,100,91,112,309024,185,57,24,7,201350
49.96,55565,911,967,6283,37792,49001,37627,50543,14916,114456,20567,179,150,148,146,0,82,18,5,62,97,115,310084,164,65,33,5,196180
45.12,28874,921,925,1306,20710,26792,16874,16296,3549,57454,13944,104,103,102,101,0,54,19,6,20,56,58,148195,102,55,22,1,85562
11.47,296514,976,957,15117,245140,249457,93408,118362,28280,384710,208820,1180,1180,1154,760,NA,229,52,201,825,368,531,1346336,1134,461,287,NA,749820
15.13,106839,946,948,6565,89339,90669,43070,66985,16249,133148,56445,346,346,335,158,NA,65,18,52,269,106,163,509716,321,127,84,11,312880
14.17,202247,969,959,12490,163395,157269,69036,105367,37291,282174,139172,1238,1237,1037,718,74,166,32,131,406,348,362,935613,825,294,188,21,544861
17.02,58324,980,956,2002,42254,46515,17816,25246,6030,69848,56412,711,706,307,267,52,41,9,34,170,248,419,274108,487,178,83,10,139877
16.26,394060,957,969,13571,246925,266849,157537,255929,74647,480134,258669,1723,1719,1220,733,NA,345,61,308,471,494,639,1830673,1436,523,270,23,1015485
16.79,326784,977,961,17751,220226,216473,129539,153161,43741,395160,226066,2062,2041,1415,1237,NA,374,60,296,684,535,956,1561990,1677,757,495,NA,780918
17.89,472123,980,955,18360,279035,257013,167052,189667,53696,618457,409340,3746,3658,2234,1939,NA,561,88,498,768,870,1554,2223456,2681,889,486,NA,964860
19.24,403653,953,943,12810,352280,365601,177018,235371,76372,483345,161788,2587,2585,2314,1406,NA,298,71,223,835,406,1037,2024508,1782,1125,586,NA,1219495
20.47,238888,974,942,11595,234531,264062,124330,161403,46921,301570,83549,1243,1243,973,672,NA,203,46,151,537,307,421,1333749,954,547,318,10,842855
13.25,271475,1014,940,9907,238908,253080,139242,180835,43620,293565,94731,1407,1399,1189,962,NA,236,46,207,1078,263,488,1302005,1109,623,371,NA,865643
13.15,221783,963,925,8564,175753,210226,107179,193478,42623,247726,82247,1227,1226,1093,990,NA,174,39,154,726,289,691,1057629,905,465,293,NA,737848
14,466326,938,939,16069,390398,428041,251400,354489,134291,613883,180151,1856,1852,1751,1251,NA,299,53,246,678,589,1156,2341094,1432,695,424,NA,1574742
17.08,327129,972,936,14965,258445,289716,162077,219666,59544,347328,99197,1575,1571,1457,1174,NA,258,55,214,633,347,969,1624341,1183,746,424,NA,1004464
12.46,222023,961,925,13157,206700,191465,87602,109048,31348,261875,94638,1075,1069,885,699,122,177,35,144,484,314,414,1066878,821,431,277,23,639363
10.39,178231,938,903,10484,177851,166957,71909,80575,22038,205676,82377,1531,1527,988,855,85,175,36,154,318,453,746,864516,849,361,206,14,529840
24.79,374338,902,925,17780,296834,337969,197922,290926,169403,480247,94816,1358,1357,1233,960,91,188,45,163,499,352,844,1877395,957,490,261,NA,1310867
14.8,287463,968,930,16211,302914,306686,173065,167251,58355,373481,77059,1591,1589,1511,1000,198,238,47,201,534,371,781,1502682,1148,593,296,NA,1024523
16.01,644919,998,939,55649,515568,522328,191227,269998,76807,819726,486206,2801,2738,2177,1552,NA,478,87,397,922,933,1163,3160635,2129,733,404,13,1631722
14.02,111405,1031,964,7626,57387,54959,21643,27286,6935,179992,95542,1512,1423,739,577,NA,118,22,108,174,259,419,518837,895,126,59,7,175850
18.6,145676,1008,970,5556,103469,82864,40427,37775,9581,176128,130081,2377,2262,638,561,NA,164,41,130,515,381,432,648201,1427,248,118,5,279705
17.45,83245,984,965,4872,77074,55094,20616,17922,4743,105794,64967,1113,1106,522,434,NA,65,13,52,123,190,280,373372,553,121,55,2,180321
13.39,115533,966,967,10086,101666,92739,38938,39324,9162,148695,88285,824,823,613,514,NA,92,20,75,162,142,296,541835,654,212,100,8,291931
8.52,303385,984,967,24042,196334,202083,80273,107242,28036,351689,208061,1762,1762,1290,919,NA,237,47,197,378,423,714,1337194,1672,399,263,26,638048
13,122601,1007,968,6822,65176,54005,28352,27390,5644,131561,112799,648,646,367,202,NA,103,17,86,484,150,392,530690,575,223,80,5,187412
17.99,320624,1001,984,21290,174170,156321,67866,75827,17904,382050,238900,2082,2012,907,618,NA,224,49,198,312,449,828,1335494,1315,401,220,20,513383
15.27,190381,1028,980,10897,78406,71574,30897,43441,12584,249909,149275,2462,2371,733,630,NA,210,32,195,356,381,782,831109,1291,158,73,7,247829
20.26,227026,991,998,24865,108940,78755,35023,30256,6677,264800,242595,873,870,435,381,41,216,39,182,210,196,394,1025766,780,247,95,6,284538
14.41,284876,999,983,19240,106236,93337,43481,66172,21567,353367,217068,1922,1867,683,618,NA,254,50,235,1058,260,417,1180637,1234,199,106,9,350044
13.71,109483,997,981,5681,44192,38736,18120,15959,3806,154179,93445,933,886,100,85,5,119,26,112,102,85,197,504198,543,109,46,2,126498
54.52,7226,975,963,221,4162,5933,3000,4809,1773,9298,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31394,NA,NA,NA,NA,19898
20.82,163864,990,966,8846,69029,133263,106616,149493,55530,247949,17927,63,63,63,0,0,48,16,30,63,59,63,735332,62,38,37,4,522782
10.09,6054,1147,910,273,4629,8270,6924,9215,1923,8420,888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36828,NA,NA,NA,NA,31234
17.11,38394,1022,979,1328,18811,35218,25426,32531,9138,51700,5862,29,29,29,0,0,29,10,14,29,28,29,170791,28,18,18,2,122453
19.33,366025,890,788,21230,223419,333312,236226,461359,69513,568322,132235,1531,1531,1532,0,0,517,82,7,1111,1153,1474,2104011,1375,443,269,7,1345447
22.72,541339,876,789,36625,330327,440311,281407,588144,116805,938100,174100,1151,1151,1185,0,0,696,154,26,1123,992,1102,3096077,1114,611,307,9,1793999
16.34,136664,888,784,7382,81344,120637,86011,160506,31470,231222,31519,618,618,618,0,0,359,11,47,604,298,525,754521,478,194,123,1,487554
18.4,364030,887,805,17704,209338,321830,229657,449212,123954,599324,77511,934,934,934,0,0,598,29,42,903,703,934,1962700,832,361,230,7,1352044
13.81,279904,935,812,9400,175253,267773,196060,347343,54347,415123,98228,1386,1361,1386,0,0,382,38,176,1092,827,1292,1480736,1232,332,235,5,1050378
10.43,107763,914,808,5273,72248,113131,71063,117099,15552,238405,25293,465,465,465,0,0,210,23,21,416,399,325,587468,414,200,154,9,394429
23.39,205954,871,794,7652,127017,188319,127864,241745,67260,397119,40224,864,864,864,0,0,496,18,67,773,652,772,1116108,785,278,212,5,760067
18.65,93414,854,766,4502,61585,98165,63487,102297,17270,182020,24119,442,442,442,0,0,171,11,24,244,356,442,538041,419,129,103,0,347364
24.79,558650,824,816,35142,322639,490418,345583,664797,177203,1041517,108121,897,897,897,0,0,550,72,25,772,824,896,3032831,842,450,291,15,2036278
13.93,153744,887,818,9172,103696,141484,82548,137872,19640,302602,56161,321,321,321,0,0,225,32,74,284,230,321,894854,297,205,187,12,494525
20.42,301112,885,822,17967,202779,249084,153723,237261,42295,535889,112787,954,953,968,0,0,756,36,60,855,836,968,1746107,866,406,166,2,903273
18.68,135442,891,811,8560,86921,106371,68229,103194,18336,264579,44993,234,234,234,0,0,127,17,94,226,234,234,777493,230,172,124,0,391658
21.42,97690,883,812,4653,62735,78777,47844,83477,18108,181873,27881,163,163,163,0,0,107,11,61,153,161,163,550892,160,139,63,0,295618
19.89,208993,870,785,15504,129527,167149,101163,178842,40236,408924,91743,280,280,280,0,0,181,21,92,278,280,279,1183295,280,185,150,1,632570
19.83,121075,880,781,7927,78444,87634,49923,74797,11881,227622,53869,237,237,238,25,25,123,15,100,234,235,237,688758,237,135,67,1,310632
18.57,348922,871,785,19550,229215,289589,167272,284127,51416,714076,100022,697,697,697,22,22,291,35,214,660,672,674,2000173,684,417,244,2,1041310
20.31,327859,868,776,17201,209048,291071,190361,320437,91461,589015,92936,1053,1053,1054,0,0,172,26,20,859,685,1053,1844934,986,333,161,0,1119824
27.53,303107,873,849,37594,282038,272986,159919,166798,46110,552559,167233,2820,2221,1817,880,NA,654,47,203,1330,1500,1812,1789423,1653,536,129,0,965445
24.34,247838,894,871,44666,275091,218570,120271,113206,23856,491225,137086,1773,1481,1221,689,NA,355,32,114,681,765,1070,1518005,759,376,161,2,795660
38.18,248960,890,916,33572,231180,197222,125597,131025,48265,522482,138975,686,552,485,209,NA,173,31,94,289,427,446,1674271,611,277,66,0,766862
24.6,290619,948,911,155538,394344,233275,125205,98989,21529,587431,266468,925,897,877,401,NA,423,60,265,628,591,573,1923878,909,488,181,0,1028880
20.9,299391,946,862,108783,383211,285006,182336,158524,35009,495148,265762,855,855,848,170,160,378,63,241,672,563,579,1913689,843,485,257,3,1152872
30.23,461973,886,887,61865,416188,397269,279773,258478,74707,947587,511099,1954,1950,1843,678,NA,553,55,196,1019,589,1244,2992592,1811,736,269,0,1488281
27.05,313897,854,878,78057,370558,259166,181635,136521,37645,573547,279366,1365,1364,1238,582,213,481,49,130,730,296,824,2101142,1298,511,174,0,1063582
31.13,142256,827,859,25731,186508,119366,67696,46894,12585,273184,156130,786,785,521,272,NA,207,21,62,289,154,443,983258,723,229,63,0,458782
29.96,180512,855,873,62398,230601,149450,84870,65042,16311,355450,127660,754,753,555,160,NA,285,19,109,348,260,449,1209665,695,317,120,0,608672
27.44,176738,889,901,28834,153627,131165,94399,79537,28351,366794,102370,718,717,563,221,NA,238,26,107,383,215,311,1117057,652,259,85,2,515913
32.42,193498,899,905,38651,211200,157487,113274,101117,28847,417275,125259,1025,1025,919,357,NA,217,35,90,372,205,517,1317063,875,334,103,4,650576
35.1,815766,897,898,129553,755975,691865,516810,606755,326964,1584361,279694,2077,2076,1962,579,NA,622,65,260,940,845,1172,5251071,1863,735,283,4,3027923
24.11,333300,951,885,86773,414024,355110,217442,192894,50901,633421,254494,985,985,965,118,NA,470,70,311,776,630,581,2287788,945,522,239,0,1317144
29.33,421118,947,915,99949,449191,340224,195832,161518,41207,844039,285475,1466,1461,1417,424,NA,580,82,396,907,995,827,2775058,1417,630,233,1,1287921
33.77,456877,907,919,51685,373470,333990,223180,235776,101764,829721,275288,1058,1047,911,443,NA,462,79,304,658,685,653,2886505,983,482,165,1,1319879
47.45,85385,821,868,15463,77037,46044,27054,28129,8233,153139,58548,576,544,183,122,14,144,19,109,309,312,289,508247,473,159,38,0,201960
36.83,309739,892,918,164788,370095,186398,91014,70014,19718,680208,239521,1933,1828,948,634,NA,433,70,296,955,1036,851,1964835,1777,521,133,0,902027
26.78,238489,964,921,32202,237570,143657,65123,39067,11356,506324,220885,697,691,627,211,NA,333,44,235,470,489,443,1448940,679,338,98,0,528975
30.08,159307,943,918,21333,133778,92703,54237,49739,16148,245762,98143,454,452,399,101,NA,201,31,139,306,222,285,851107,423,196,81,0,367938
22.39,339660,981,924,27137,276791,243891,123555,102687,32232,518158,206725,936,936,883,248,NA,451,56,303,753,636,615,1820251,906,429,164,2,806297
26.1,376731,931,922,40208,322150,294587,189918,222930,99061,690818,165991,1025,1025,966,352,NA,352,51,235,786,446,632,2181670,970,405,164,2,1168856
24.24,192579,934,927,27326,167266,130861,86903,75613,25505,425230,107452,1031,1029,818,396,185,246,41,121,434,208,420,1211671,887,317,116,0,513474
24.8,169479,907,911,24168,152324,115674,71990,55644,17973,305977,150960,838,834,733,303,NA,178,25,95,287,208,370,962620,764,238,85,0,437773
26.14,384540,962,948,39579,282860,219767,120984,127141,49022,764916,174932,1693,1692,1553,590,NA,473,75,307,904,651,696,2013789,1516,514,195,0,839353
19.88,193744,1000,936,20976,162210,127994,63856,57865,16145,275912,125946,973,973,947,347,NA,251,41,177,571,515,487,987024,870,307,105,0,449046
27.37,507829,971,948,108696,419447,293270,166985,181056,85944,724120,376760,2337,2331,1647,626,NA,619,83,398,853,937,995,2633312,2030,664,235,1,1255399
26.58,202701,1022,954,25087,147952,118641,64365,53631,15761,272283,259093,853,853,723,237,NA,368,47,260,391,383,471,1107643,819,335,113,2,425440
29.84,261613,974,964,42579,182922,134908,79162,67938,21972,529393,180019,1476,1473,853,383,NA,450,63,254,424,486,679,1501589,1348,444,129,2,529481
21.46,356833,964,929,28268,288374,227075,118142,106971,38274,749689,180650,2201,2200,1948,682,NA,384,64,205,712,798,862,1803524,1777,527,152,0,807105
28.52,280883,896,911,35148,252606,240399,164047,194898,81681,420734,120628,811,810,736,243,NA,225,22,111,383,182,416,1568525,715,223,78,1,968781
26.19,170824,909,918,14093,175161,145677,76951,64461,18778,300615,135760,1089,1080,932,390,NA,178,26,82,437,211,405,1021653,915,283,75,0,495121
23.34,201489,926,934,35215,218513,144230,77818,60857,19959,399386,155395,1476,1474,1185,496,NA,214,30,114,483,253,393,1180323,1173,282,61,0,556592
31.32,10921,752,995,589,8674,5582,3788,4278,602,17553,5989,53,50,46,46,0,44,3,19,35,19,29,41030,42,20,14,0,23572
25.48,23244,929,965,902,24670,17862,8690,7112,1365,45407,7872,121,121,115,115,0,86,7,40,71,84,89,123256,107,60,33,0,60628
33.37,25477,927,968,1521,30474,20311,10169,9841,2292,57367,12326,145,145,142,134,0,99,5,37,83,98,106,131525,131,72,37,2,74614
37.17,54581,844,950,4668,45303,40720,25189,33463,10089,92577,23952,131,128,125,69,0,100,7,45,97,74,88,245040,112,69,50,1,159521
22.35,633033,971,957,70150,246806,471224,361514,568109,147823,850994,186103,619,619,617,75,2,616,113,183,552,467,609,2754756,554,243,154,14,1865707
9.76,962213,957,972,113528,332748,670347,570677,1108847,540339,1380757,107607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4343645,NA,NA,NA,NA,3336695
18.84,653241,975,960,213687,305858,517245,360999,435005,119364,916295,228634,1035,1035,1030,96,0,1032,112,279,841,769,938,2877468,807,308,170,23,1952198
15.09,756365,997,942,53477,389836,719830,445813,509488,85081,1172645,254535,783,783,758,82,83,756,80,105,715,673,718,3477317,729,369,246,8,2203552
16.66,638305,938,869,42162,322248,501096,244353,344470,61860,1188366,224884,1064,1064,1061,387,358,995,71,333,1057,898,968,2856300,876,391,324,8,1516221
6.8,489055,995,947,273676,219384,377565,202301,201644,22578,829944,234839,1037,1037,1031,105,94,1010,110,109,876,912,967,2186125,948,378,214,8,1297151
6.83,635210,984,961,58864,338585,574962,304065,327322,46718,1125229,319948,1428,1428,1407,319,299,969,86,253,1274,1197,1315,2960373,1313,477,314,9,1650528
16.28,736562,929,850,55021,310903,553461,288840,420270,105892,1279846,174799,554,553,542,94,21,327,70,212,508,428,492,3016346,475,191,144,8,1734442
13.08,394378,966,889,47065,160791,280134,139098,222932,53738,770940,71700,371,368,367,165,186,211,48,129,367,348,357,1493462,334,130,125,10,903802
10.94,698405,972,939,73915,289684,506636,245916,336318,69460,1317991,116414,434,434,434,18,17,344,42,262,433,398,428,2581500,405,195,132,14,1521955
7.69,182682,1014,979,10115,84574,146567,99968,167087,32785,310064,33321,41,41,41,9,3,37,25,26,40,37,37,762141,38,31,44,0,541099
20.4,1095354,963,962,877837,388483,646369,379972,533674,118923,1828629,148983,401,401,400,17,3,331,54,297,391,365,387,4271856,377,216,144,16,2945278
8.99,465179,986,930,72513,216427,392140,219830,235152,45680,841893,131439,337,337,337,59,57,283,60,210,299,305,312,1923014,322,194,109,9,1181746
9.32,237716,1010,929,19000,107892,183620,98317,129551,28348,445450,51014,175,175,175,3,3,100,29,21,172,169,171,935686,173,104,67,0,566728
8.76,569487,1001,954,42706,252645,465480,310766,471671,130165,927788,136733,436,435,436,120,114,259,42,66,408,397,428,2418366,420,252,143,8,1673478
7.97,121176,1006,936,12020,57450,92945,51152,61172,11449,222600,43107,143,143,143,0,0,110,15,84,135,143,143,493646,137,81,56,2,286197
9.06,165569,1006,948,15629,77585,126949,69827,83915,14700,251606,94285,187,187,187,35,35,132,31,69,183,182,183,695524,187,119,78,0,388605
7.43,511400,986,956,84550,231057,429640,265802,342720,66697,729764,243302,807,807,806,405,351,605,62,203,806,766,788,2285395,741,278,147,4,1420488
7.95,343613,1014,963,143622,157430,301142,183516,182133,28731,468754,117980,487,487,486,63,54,485,39,198,460,434,457,1488839,466,227,121,4,996580
5.92,275395,1014,970,58345,125555,257964,160095,164666,21672,386956,104047,541,541,540,11,11,539,58,134,475,446,526,1169474,500,197,106,3,788302
7.38,501890,1021,959,376191,192810,366755,239997,251526,48964,750032,147091,777,777,777,54,54,770,55,236,682,721,772,2216138,690,303,149,11,1476256
9.43,311567,1015,955,137241,160851,274368,150638,160456,23817,530282,148007,735,734,735,165,141,587,61,163,585,603,657,1459601,615,260,164,5,907376
4.32,267888,1038,952,36875,114524,234589,150263,165137,36606,408015,105487,511,510,511,173,121,375,41,182,483,472,499,1155356,456,207,150,12,738000
6.75,613475,978,925,353224,239962,461505,291362,347664,82913,949545,138998,550,550,550,131,116,403,39,282,516,475,521,2578201,464,191,142,15,1776654
4.33,272033,978,890,204681,106682,167050,101583,96051,16747,473708,46572,79,78,81,4,3,76,21,69,80,78,79,1093950,78,64,61,3,692797
11.92,447889,1012,958,227942,195093,337849,163100,178755,33822,802521,79282,484,484,484,64,50,232,46,103,430,370,449,1751301,440,161,140,8,1136574
5.73,266200,1036,963,28176,146470,266602,141011,147902,27178,433443,87130,356,354,352,179,83,137,43,30,215,309,309,1187604,326,140,92,20,757344
7.54,382260,1050,952,150539,188588,363353,195377,189290,44251,588596,90215,424,423,421,113,53,421,50,164,420,377,403,1572273,413,210,125,12,1131406
11.97,661944,1042,956,172218,328745,626456,324891,314809,61913,1120752,160365,445,445,442,55,47,391,58,194,430,385,424,2723988,417,251,168,17,1829064
4.34,376499,1014,968,159304,203021,338217,206633,332651,68484,454378,93678,69,69,67,7,1,62,14,56,64,66,66,1676034,61,55,65,9,1308322
18.29,321777,951,967,11270,299223,326328,212458,124022,61995,436870,97478,274,271,248,174,NA,219,35,28,226,180,245,1532982,275,221,217,2,1035378
6.1,164207,945,960,7824,163268,144445,86398,38584,18952,226467,77227,269,269,246,129,34,180,35,23,179,167,221,767440,264,190,167,3,459502
10.79,62085,935,964,2900,55253,52169,28224,15189,4660,92570,34191,148,147,108,47,8,58,12,8,75,72,127,307868,138,69,52,0,158397
26.44,116265,951,969,5818,130341,118853,61657,37898,14243,156385,38373,166,157,156,85,NA,121,33,24,132,94,136,590913,164,108,82,1,368822
23.35,456015,865,871,83149,386438,378461,244946,259613,89275,692341,125187,1239,1238,1188,404,NA,606,29,80,742,344,1071,2896863,995,285,97,4,1444013
24.61,529134,871,859,91426,452742,436539,322658,335119,99142,899536,273617,865,865,850,154,NA,506,52,73,700,359,817,3543362,794,286,121,22,1738529
27.16,482352,896,905,69827,400328,391724,281969,239162,77545,708265,176216,2049,2048,1871,273,NA,579,22,40,1340,344,1688,3131619,1382,348,93,13,1461119
26.45,573063,875,911,66718,372713,324557,259962,242977,91876,993623,188373,1519,1519,1134,520,NA,502,26,62,666,209,1090,3810983,1246,261,113,8,1358935
27.98,288333,879,921,49972,172387,142336,102778,90991,32679,457175,87236,1083,1083,916,442,NA,456,52,66,506,73,767,1923739,838,154,43,4,591351
29.72,227569,885,910,18356,169030,160661,118818,97240,27853,382742,95361,915,915,723,184,NA,320,13,11,267,78,624,1499068,672,129,51,5,592056
24.16,458106,872,856,36521,346517,366095,310234,387800,159151,737166,158690,611,611,606,60,85,351,34,65,349,248,569,2997361,555,246,96,6,1606469
13,168753,847,850,17377,135812,136783,130501,159698,35506,289862,90448,283,283,277,79,NA,111,17,26,181,114,244,1163991,262,111,90,6,615873
